Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,6,771922200,524288,1472.32
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,7,745363500,524288,1421.67
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,8,739339400,524288,1410.18
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,9,736938600,524288,1405.6
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,10,739337600,524288,1410.17
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,11,733903700,524288,1399.81
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,12,733686100,524288,1399.4
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,13,737835700,524288,1407.31
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,14,742663500,524288,1416.52
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,15,731201700,524288,1394.66
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,1,735351000,524288,1402.57
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,2,720622900,524288,1374.48
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,3,723166400,524288,1379.33
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,4,744220600,524288,1419.49
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,5,738196500,524288,1408
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,6,735795700,524288,1403.42
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,7,738194700,524288,1407.99
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,8,732760800,524288,1397.63
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,9,732543200,524288,1397.22
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,10,736692800,524288,1405.13
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,11,741520600,524288,1414.34
MyBenchmarks.NoVirtual_Offset,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Offset,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,12,730058800,524288,1392.48
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Jitting,2,142000,16,8875
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Jitting,2,295500,16,18468.75
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,1,88100,16,5506.25
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,2,156800,32,4900
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,3,314800,64,4918.75
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,4,630300,128,4924.22
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,5,1415200,256,5528.13
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,6,2546800,512,4974.22
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,7,5392800,1024,5266.41
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,8,11191000,2048,5464.36
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,9,21271400,4096,5193.21
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,10,44541800,8192,5437.23
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,11,86951700,16384,5307.11
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,12,91927300,32768,2805.4
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,13,162503000,65536,2479.6
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,14,319310100,131072,2436.14
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Workload,Pilot,15,638153600,262144,2434.36
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,1,949200,262144,3.62
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,2,1140100,262144,4.35
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,3,970100,262144,3.7
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,4,969400,262144,3.7
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,5,965200,262144,3.68
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,6,968100,262144,3.69
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,7,993700,262144,3.79
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,8,1146400,262144,4.37
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Warmup,9,989900,262144,3.78
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Actual,1,952000,262144,3.63
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Actual,2,964500,262144,3.68
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Actual,3,987200,262144,3.77
MyBenchmarks.NoVirtual_Cast,ConsoleAppBenchmark,MyBenchmarks,NoVirtual_Cast,MediumRun,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,InProcessNoEmitToolchain,Default,Default,15,Default,2,Default,Default,Default,Default,Default,Default,Default,10,"MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)",,0,Overhead,Actual,4,925600,262144,3.53
